,sentence_id,token_id,after_measure,next_tag,type
2229,2876,10,Murphree,ta,
2230,2876,11,15,pa,
2231,2876,11,/,ta,
2232,2876,11,15,nhfn,
2233,2876,12,fráköst,pa,
2234,2876,13,/,ta,
2235,2876,14,5,nvfn,
2236,2876,15,stoðsendingar,pa,
2237,2876,16,/,ta,
2238,2876,17,4,lhfnsf,
2239,2876,18,varin,nhen,
2240,2876,19,skot,pk,
2241,2876,20,",",nven-s,
2242,2876,21,Hildur,n----s,
2243,2876,22,Sigurdardottir,ta,
2244,2876,23,13/6,nhfn,
2245,2876,24,fráköst,pa,
2246,2876,25,/,ta,
2247,2876,26,6,nvfn,
2248,2876,27,stoðsendingar,pk,
2249,2876,28,",",nven-s,
2250,2876,29,Alda,nven-s,
2251,2876,30,Leif,nven-s,
2252,2876,31,Jónsdóttir,ta,
2253,2876,32,5/5,nhfn,
2254,2876,33,fráköst,pk,
2255,2876,34,",",nven-s,
2256,2876,35,Hildur,nven-s,
2257,2876,36,Björg,nven-s,
2258,2876,37,Kjartansdóttir,ta,
2259,2876,38,4,pk,
2260,2876,39,",",nven-s,
2261,2876,40,Björg,nven-s,
2262,2876,41,Guðrún,nven-s,
2263,2876,42,Einarsdóttir,ta,
2264,2876,43,3,pk,
2265,2876,44,",",nven-s,
2266,2876,45,Aníta,nven-s,
2267,2876,46,Sæþórsdóttir,ta,
2268,2876,47,0,pk,
2269,2876,48,",",nven-s,
2270,2876,49,Berglind,nven-s,
2271,2876,50,Gunnarsdóttir,ta,
2272,2876,51,0,pk,
2273,2876,52,",",nven-s,
2274,2876,53,Ellen,nven-s,
2275,2876,54,Alfa,nven-s,
2276,2876,55,Högnadóttir,ta,
2277,2876,56,0,pk,
2278,2876,57,",",nven-s,
2279,2876,58,Sara,nven-s,
2280,2876,59,Mjöll,nven-s,
2281,2876,60,Magnúsdóttir,ta,
2282,2876,61,0,pk,
2283,2876,62,",",nven-s,
2284,2876,63,Helga,nven-s,
2285,2876,64,Hjördís,nven-s,
2286,2876,65,Björgvinsdóttir,ta,
2287,2876,66,0,pl,
2288,2876,67,.,nken-s,
2289,2987,0,Þróttur,nkfþ-s,
2290,2987,1,Vogum,sfg3eþ,
2291,2987,2,gerði,lveosf,
2292,2987,3,góða,nveo,
2293,2987,4,ferð,aa,
2294,2987,5,upp,af,
2295,2987,6,á,nkeo-s,
2296,2987,7,Skaga,c,
2297,2987,8,þegar,fpkfn,
2298,2987,9,þeir,sfg3fþ,
2299,2987,10,sigruðu,nkeo-s,
2300,2987,11,Kára,ta,
2301,2987,12,1,pa,
2302,2987,12,:,ta,
2303,2987,12,0,af,
2304,2987,13,í,ta,
2305,2987,14,3.,nveþg,ordinal
2306,2987,15,deildinni,af,
2307,2987,16,í,nkeo,
2308,2987,17,dag,pl,
2309,2987,18,.,af,
2310,2988,0,Eftir,ta,
2311,2988,1,3.,nkeo,ordinal
2312,2988,2,leikhluta,sfg3eþ,
2313,2988,3,hafði,nven-s,
2314,2988,4,Keflavík,ta,
2315,2988,5,1,nhee,
2316,2988,6,stigs,nheo,
2317,2988,7,forskot,c,
2318,2988,8,en,af,
2319,2988,9,í,nhfo,
2320,2988,10,lok,ta,
2321,2988,11,4.,nkee,ordinal
2322,2988,12,leikhluta,c,
2323,2988,13,og,aa,
2324,2988,14,sérstaklega,nven,
2325,2988,15,byrjun,fakee,
2326,2988,16,þess,ta,
2327,2988,17,5.,sfg3eþ,ordinal
2328,2988,18,fór,fohen,
2329,2988,19,allt,aa,
2330,2988,20,úrskeiðis,af,
2331,2988,21,hjá,nkfþg,
2332,2988,22,strákunum,pk,
2333,2988,23,",",nkfn,
2334,2988,24,leikmenn,sfg3fþ,
2335,2988,25,voru,lkfnsf,
2336,2988,26,ragir,cn,
2337,2988,27,að,sng,
2338,2988,28,sækja,af,
2339,2988,29,á,nveog,
2340,2988,30,körfuna,c,
2341,2988,31,og,sfg3fþ,
2342,2988,32,gleymdu,fpkfþ,
2343,2988,33,sér,aa,
2344,2988,34,ítrekað,af,
2345,2988,35,í,nveþg,
2346,2988,36,vörninni,c,
2347,2988,37,og,n----s,
2348,2988,38,KR,nhen,
2349,2988,39,b,sfg3eþ,
2350,2988,40,landaði,lkeþsf,
2351,2988,41,naumum,nkeþ,
2352,2988,42,sigri,ta,
2353,2988,43,28,m,
2354,2988,43,-,ta,
2355,2988,43,35,pl,
2356,2988,44,.,nkeng,
2357,3047,0,Leikurinn,sfg3eþ,
2358,3047,1,fór,aa,
2359,3047,2,fram,af,
2360,3047,3,í,nveþ-s,
2361,3047,4,Njarðvík,c,
2362,3047,5,og,sfg3fþ,
2363,3047,6,höfðu,nvfn,
2364,3047,7,heimakonur,fohen,
2365,3047,8,nokkuð,lkeosf,
2366,3047,9,þægilegan,nkeo,
2367,3047,10,sigur,ta,
2368,3047,11,79,pa,
2369,3047,11,:,ta,
2370,3047,11,67,aa,
2371,3047,12,þar,c,
2372,3047,13,sem,favfn,
2373,3047,14,þær,lvfnvf,
2374,3047,15,grænklæddu,sfg3fþ,
2375,3047,16,náðu,aae,
2376,3047,17,mest,ta,
2377,3047,18,24,nhfe,
2378,3047,19,stiga,nveo,
2379,3047,20,forystu,pl,
2380,3047,21,.,nvfn,
2381,3101,0,Lokatölur,sfg3fþ,
2382,3101,1,urðu,ta,
2383,3101,2,94,m,
2384,3101,2,-,ta,
2385,3101,2,53,c,
2386,3101,3,eða,ta,
2387,3101,4,41,nhee,
2388,3101,5,stigs,nken,
2389,3101,6,sigur,fahfe,
2390,3101,7,þeirra,lhfevf,
2391,3101,8,grænu,pl,
2392,3101,9,.,nhen-s,
2393,3105,0,ÍR,sfg3eþ,
2394,3105,1,hafði,ta,
2395,3105,2,96,m,
2396,3105,2,-,ta,
2397,3105,2,94,nkeo,
2398,3105,3,sigur,aa,
2399,3105,4,þar,c,
2400,3105,5,sem,aa,
2401,3105,6,fyrrum,nkengs,
2402,3105,7,Njarðvíkingurinn,n----s,
2403,3105,8,Nigel,n----s,
2404,3105,9,Moore,sfg3eþ,
2405,3105,10,gældi,af,
2406,3105,11,við,nveog,
2407,3105,12,þrennuna,pl,
2408,3105,13,.,nvfn,
2409,3124,0,Lokatölur,sfg3fþ,
2410,3124,1,urðu,ta,
2411,3124,2,73,m,
2412,3124,2,-,ta,
2413,3124,2,70,af,
2414,3124,3,fyrir,nvfo-s,
2415,3124,4,Keflavíkurkonur,c,
2416,3124,5,en,nvfþ-s,
2417,3124,6,Valskonum,sfm3eþ,
2418,3124,7,mistókst,cn,
2419,3124,8,að,sng,
2420,3124,9,jafna,nkeog,
2421,3124,10,leikinn,af,
2422,3124,11,undir,nhfog,
2423,3124,12,lokin,c,
2424,3124,13,þegar,ta,
2425,3124,14,3,nhfe,
2426,3124,15,stiga,nhen,
2427,3124,16,skot,fpvfe,
2428,3124,17,þeirra,sfg3eþ,
2429,3124,18,geigaði,pl,
2430,3124,19,.,nkfn-s,
2431,3141,0,Víðismenn,sfg3fþ,
2432,3141,1,tóku,nkeog,
2433,3141,2,grannaslaginn,af,
2434,3141,3,í,ta,
2435,3141,4,3.,nveþg,ordinal
2436,3141,5,deildinni,c,
2437,3141,6,þegar,fpkfn,
2438,3141,7,þeir,sfg3fþ,
2439,3141,8,unnu,ta,
2440,3141,9,4,m,
2441,3141,9,-,ta,
2442,3141,9,1,nkeo,
2443,3141,10,sigur,af,
2444,3141,11,á,nkeþ-s,
2445,3141,12,Reyni,nheþ-s,
2446,3141,13,Sandgerði,pl,
2447,3141,14,.,n----s,
2448,3144,0,Baker-Brice,sfg3eþ,
2449,3144,1,ógnaði,aa,
2450,3144,2,sífellt,af,
2451,3144,3,með,nkeþ,
2452,3144,4,hraða,fekeþ,
2453,3144,5,sínum,c,
2454,3144,6,og,fpven,
2455,3144,7,hún,sfg3eþ,
2456,3144,8,kom,nkfþ-s,
2457,3144,9,Njarðvíkingum,aa,
2458,3144,10,yfir,af,
2459,3144,11,í,lheove,
2460,3144,12,fyrsta,nheo,
2461,3144,13,sinn,ta,
2462,3144,14,32,m,
2463,3144,14,-,ta,
2464,3144,14,31,pl,
2465,3144,15,.,n----s,
2466,3246,0,KR,pa,
2467,3246,1,-Grindavík,ta,
2468,3246,2,105,m,
2469,3246,2,-,ta,
2470,3246,2,81,n----s,
2471,3246,3,KR,pa,
2472,3246,4,:,n----s,
2473,3246,5,Michael,n----s,
2474,3246,6,Craion,ta,
2475,3246,7,27/8,nhfn,
2476,3246,8,fráköst,pa,
2477,3246,9,/,ta,
2478,3246,10,5,nvfn,
2479,3246,11,stoðsendingar,pk,
2480,3246,12,",",n----s,
2481,3246,13,Pavel,n----s,
2482,3246,14,Ermolinskij,ta,
2483,3246,15,15/10,nhfn,
2484,3246,16,fráköst,pa,
2485,3246,17,/,ta,
2486,3246,18,12,nvfn,
2487,3246,19,stoðsendingar,pa,
2488,3246,20,/,ta,
2489,3246,21,4,lhfnsf,
2490,3246,22,varin,nhfn,
2491,3246,23,skot,pk,
2492,3246,24,",",nken-s,
2493,3246,25,Brynjar,nken-s,
2494,3246,26,Þór,nken-s,
2495,3246,27,Björnsson,ta,
2496,3246,28,12,pk,
2497,3246,29,",",nken-s,
2498,3246,30,Helgi,nken-s,
2499,3246,31,Már,nken-s,
2500,3246,32,Magnússon,ta,
2501,3246,33,11/6,nvfo,
2502,3246,34,stoðsendingar,pk,
2503,3246,35,",",nken-s,
2504,3246,36,Björn,nken-s,
2505,3246,37,Kristjánsson,ta,
2506,3246,38,10,pk,
2507,3246,39,",",nken-s,
2508,3246,40,Darri,nken-s,
2509,3246,41,Hilmarsson,ta,
2510,3246,42,10,pk,
2511,3246,43,",",nken-s,
2512,3246,44,Finnur,nken-s,
2513,3246,45,Atli,nken-s,
2514,3246,46,Magnússon,ta,
2515,3246,47,10/7,nhfo,
2516,3246,48,fráköst,pk,
2517,3246,49,",",nken-s,
2518,3246,50,Hörður,nken-s,
2519,3246,51,Helgi,nken-s,
2520,3246,52,Hreiðarsson,ta,
2521,3246,53,6,pk,
2522,3246,54,",",nken-s,
2523,3246,55,Högni,nken-s,
2524,3246,56,Fjalarsson,ta,
2525,3246,57,2,pk,
2526,3246,58,",",nken-s,
2527,3246,59,Illugi,nken-s,
2528,3246,60,Steingrímsson,ta,
2529,3246,61,2,pk,
2530,3246,62,",",nken-s,
2531,3246,63,Þorgeir,nken-s,
2532,3246,64,Kristinn,nken-s,
2533,3246,65,Blöndal,ta,
2534,3246,66,0,pk,
2535,3246,67,",",nken-s,
2536,3246,68,Jón,nken-s,
2537,3246,69,Hrafn,nken-s,
2538,3246,70,Baldvinsson,ta,
2539,3246,71,0,pl,
2540,3246,72,.,af,
2541,3256,0,Eftir,ta,
2542,3256,1,3.,nkeo,ordinal
2543,3256,2,leikhluta,sfg3fþ,
2544,3256,3,stóðu,nkfn,
2545,3256,4,leikar,ta,
2546,3256,5,74,m,
2547,3256,5,-,ta,
2548,3256,5,62,af,
2549,3256,6,fyrir,nveo-s,
2550,3256,7,Njarðvík,c,
2551,3256,8,og,sfg3fþ,
2552,3256,9,náðu,nkfn-s,
2553,3256,10,Grindvíkingar,fpkfþ,
2554,3256,11,sér,aa,
2555,3256,12,ekki,af,
2556,3256,13,á,nheo,
2557,3256,14,strik,af,
2558,3256,15,í,ta,
2559,3256,16,4.,nkeþ,ordinal
2560,3256,17,leikhluta,c,
2561,3256,18,og,sfg3fþ,
2562,3256,19,fóru,aa,
2563,3256,20,heim,af,
2564,3256,21,með,ta,
2565,3256,22,22,ks,
2566,3256,22,ja,nhfe,
2567,3256,23,stiga,nheo,
2568,3256,24,tap,c,
2569,3256,25,og,fokeo,
2570,3256,26,annan,nkeog,
2571,3256,27,ósigurinn,af,
2572,3256,28,í,nveþgs,
2573,3256,29,Ljónagryfjunni,af,
2574,3256,30,í,nveþ,
2575,3256,31,röð,pl,
2576,3256,32,.,nken-s,
2577,3372,0,Fjölnir,ta,
2578,3372,1,77,m,
2579,3372,1,-,ta,
2580,3372,1,74,nken-s,
2581,3372,2,Hamar,nveng,
2582,3372,3,Staðan,af,
2583,3372,4,í,nveþg,
2584,3372,5,deildinni,nhen,
2585,3494,0,Topplið,nkfn-s,
2586,3494,1,Grindvíkingar,sfg3eþ,
2587,3494,2,vann,lkeosf,
2588,3494,3,góðan,ta,
2589,3494,4,0,m,
2590,3494,4,-,ta,
2591,3494,4,2,nkeo,
2592,3494,5,útisigur,af,
2593,3494,6,á,nkeþ-s,
2594,3494,7,Fjölni,af,
2595,3494,8,í,ta,
2596,3494,9,1.,nveþ,ordinal
2597,3494,10,deild,nvfe,
2598,3494,11,kvenna,af,
2599,3494,12,í,nkeþ,
2600,3494,13,fótbolta,pl,
2601,3494,14,.,nkfn-s,
2602,3598,0,Keflvíkingar,sfg3fn,
2603,3598,1,eru,af,
2604,3598,2,yfir,ta,
2605,3598,3,51,m,
2606,3598,3,-,ta,
2607,3598,3,47,nken-s,
2608,3643,0,Skallagrímur-Grindavík,ta,
2609,3643,1,119,m,
2610,3643,1,-,ta,
2611,3643,1,77,pa,
2612,3643,2,(,ta,
2613,3643,3,39,m,
2614,3643,3,-,ta,
2615,3643,3,12,pk,
2616,3643,4,",",ta,
2617,3643,5,22,m,
2618,3643,5,-,ta,
2619,3643,5,28,pk,
2620,3643,6,",",ta,
2621,3643,7,36,m,
2622,3643,7,-,ta,
2623,3643,7,14,pk,
2624,3643,8,",",ta,
2625,3643,9,22,m,
2626,3643,9,-,ta,
2627,3643,9,23,pa,
2628,3643,10,),nveþ-s,
2629,3643,11,Grindavík,pa,
2630,3643,12,:,nven-s,
2631,3643,13,Petrúnella,nven-s,
2632,3643,14,Skúladóttir,ta,
2633,3643,15,25/6,nhfn,
2634,3643,16,fráköst,pk,
2635,3643,17,",",nven-s,
2636,3643,18,Íris,nven-s,
2637,3643,19,Sverrisdóttir,ta,
2638,3643,20,19/7,nhfn,
2639,3643,21,fráköst,pk,
2640,3643,22,",",nven-s,
2641,3643,23,María,n----s,
2642,3643,24,Ben,nven-s,
2643,3643,25,Erlingsdóttir,ta,
2644,3643,26,10/7,nhfn,
2645,3643,27,fráköst,pa,
2646,3643,28,/,ta,
2647,3643,29,5,nvfn,
2648,3643,30,stoðsendingar,pk,
2649,3643,31,",",nven-s,
2650,3643,32,Vigdís,nven-s,
2651,3643,33,María,nven-s,
2652,3643,34,Þórhallsdóttir,ta,
2653,3643,35,9,pk,
2654,3643,36,",",nven-s,
2655,3643,37,Ingunn,nven-s,
2656,3643,38,Embla,nven-s,
2657,3643,39,Kristínardóttir,ta,
2658,3643,40,6/6,nvfn,
2659,3643,41,stoðsendingar,pk,
2660,3643,42,",",nven-s,
2661,3643,43,Ólöf,nven-s,
2662,3643,44,Rún,nven-s,
2663,3643,45,Óladóttir,ta,
2664,3643,46,5,pk,
2665,3643,47,",",nven-s,
2666,3643,48,Hrund,nven-s,
2667,3643,49,Skúladóttir,ta,
2668,3643,50,3,pk,
2669,3643,51,",",nven-s,
2670,3643,52,Elísabet,nven-s,
2671,3643,53,María,nven-s,
2672,3643,54,Magnúsdóttir,ta,
2673,3643,55,0,pk,
2674,3643,56,",",nven-s,
2675,3643,57,Angela,nven-s,
2676,3643,58,Björg,nven-s,
2677,3643,59,Steingrímsdóttir,ta,
2678,3643,60,0,pk,
2679,3643,61,",",n----s,
2680,3643,62,Ashley,n----s,
2681,3643,63,Grimes,ta,
2682,3643,64,0,pl,
2683,3643,65,.,nveng,
2684,3657,0,Viðureignin,aa,
2685,3657,1,þar,aa,
2686,3657,2,á,aa,
2687,3657,3,milli,sfg3eþ,
2688,3657,4,stóð,af,
2689,3657,5,í,lkfþsf,
2690,3657,6,ljósum,nkfþ,
2691,3657,7,logum,af,
2692,3657,8,um,nheo,
2693,3657,9,miðbik,nvfeg,
2694,3657,10,skákanna,c,
2695,3657,11,og,lhensf,
2696,3657,12,erfitt,cn,
2697,3657,13,að,sng,
2698,3657,14,sjá,aa,
2699,3657,15,hvert,svg3eþ,
2700,3657,16,stefndi,pk,
2701,3657,17,",",c,
2702,3657,18,en,af,
2703,3657,19,að,nhfþ,
2704,3657,20,lokum,sfg3eþ,
2705,3657,21,vann,n-en-s,
2706,3657,22,SR,pa,
2707,3657,22,-A,nkeo,
2708,3657,23,stórsigur,ta,
2709,3657,24,5,m,
2710,3657,24,-,ta,
2711,3657,24,1,pl,
2712,3657,25,.,nven-s,
2713,3713,0,Grindavík,sfg3eþ,
2714,3713,1,jafnaði,nhfog,
2715,3713,2,metin,af,
2716,3713,3,í,nveþg,
2717,3713,4,stöðunni,ta,
2718,3713,5,83,m,
2719,3713,5,-,ta,
2720,3713,5,83,c,
2721,3713,6,og,lheþsf,
2722,3713,7,skömmu,aa,
2723,3713,8,áður,sfg3eþ,
2724,3713,9,hafði,nven-s,
2725,3713,10,Petrúnella,nven-s,
2726,3713,11,Skúladóttir,sþghen,
2727,3713,12,fengið,feveo,
2728,3713,13,sína,lveovf,
2729,3713,14,fimmtu,nveo,
2730,3713,15,villu,af,
2731,3713,16,í,nheþ,
2732,3713,17,liði,nvee-s,
2733,3713,18,Grindavíkur,pl,
2734,3713,19,.,nken-s,
2735,3718,0,Viktor,sfg3eþ,
2736,3718,1,kom,nveþ-s,
2737,3718,2,Njarðvík,af,
2738,3718,3,í,ta,
2739,3718,4,3,m,
2740,3718,4,-,ta,
2741,3718,4,0,aa,
2742,3718,5,áður,c,
2743,3718,6,en,nken-s,
2744,3718,7,Agnar,nken-s,
2745,3718,8,Darri,nken-s,
2746,3718,9,Sverrisson,sfg3eþ,
2747,3718,10,minnkaði,nkeog,
2748,3718,11,muninn,af,
2749,3718,12,fyrir,nkeo-s,
2750,3718,13,Magna,lheþsf,
2751,3718,14,stuttu,af,
2752,3718,15,fyrir,nhfo,
2753,3718,16,leikslok,pl,
2754,3718,17,.,nhfo,
2755,3757,0,Nándarverðlaun,af,
2756,3757,1,á,ta,
2757,3757,2,4.,pa,ordinal
2758,3757,2,/,ta,
2759,3757,2,17,pl,
2760,3757,2,.,nveþ,
2761,3757,3,holu,sfg3eþ,
2762,3757,4,fékk,nken-s,
2763,3757,5,Vilhelm,nken-s,
2764,3757,6,Jónsson,af,
2765,3757,7,með,ta,
2766,3757,8,"1,41",nkeo,
2767,3757,8,metra,nhfo-s,measure
2768,3757,9,Nándarverðlaun,af,
2769,3757,10,á,ta,
2770,3757,11,8.,nveþ,ordinal
2771,3757,12,holu,sfg3eþ,
2772,3757,13,fékk,nken-s,
2773,3757,14,Atli,nken-s,
2774,3757,15,Þór,nken-s,
2775,3757,16,Karlsson,af,
2776,3757,17,með,ta,
2777,3757,18,"2,57",nkfn,
2778,3757,18,metrar,nhfo-s,measure
2779,3757,19,Nándarverðlaun,af,
2780,3757,20,á,ta,
2781,3757,21,13.,nveþ,ordinal
2782,3757,22,holu,sfg3eþ,
2783,3757,23,fékk,nken-s,
2784,3757,24,Leifur,nken-s,
2785,3757,25,Guðjónsson,af,
2786,3757,26,með,ta,
2787,3757,27,"4,60",nkfn,
2788,3757,27,metrar,nven,measure
2789,3757,28,Mynd,aa,
2790,3757,29,að,aa,
2791,3757,30,ofan,pa,
2792,3757,31,:,sþghen,
2793,3757,32,Séð,af,
2794,3757,33,yfir,nkeo,
2795,3757,34,hluta,nkee-s,
2796,3757,35,Húsastóftavallar,pl,
2797,3757,36,.,nven-s,
2798,3870,0,Keflavík-Haukar,ta,
2799,3870,1,82,m,
2800,3870,1,-,ta,
2801,3870,1,68,pa,
2802,3870,2,(,ta,
2803,3870,3,19,m,
2804,3870,3,-,ta,
2805,3870,3,6,pk,
2806,3870,4,",",ta,
2807,3870,5,22,m,
2808,3870,5,-,ta,
2809,3870,5,19,pk,
2810,3870,6,",",ta,
2811,3870,7,20,m,
2812,3870,7,-,ta,
2813,3870,7,22,pk,
2814,3870,8,",",ta,
2815,3870,9,21,m,
2816,3870,9,-,ta,
2817,3870,9,21,pa,
2818,3870,10,),fohen,
2819,3883,0,Eitthvað,sfg3fþ,
2820,3883,1,löguðu,fpkfn,
2821,3883,2,þeir,lveovf,
2822,3883,3,grænu,nveog,
2823,3883,4,stöðuna,af,
2824,3883,5,fyrir,nkeo,
2825,3883,6,hálfleik,c,
2826,3883,7,en,foheþ,
2827,3883,8,engu,aa,
2828,3883,9,að,aam,
2829,3883,10,síður,sfg3fþ,
2830,3883,11,leiddu,nkfng,
2831,3883,12,gestirnir,af,
2832,3883,13,frá,nkeþ-s,
2833,3883,14,Hafnarfirði,ta,
2834,3883,15,37,m,
2835,3883,15,-,ta,
2836,3883,15,43,af,
2837,3883,16,í,nkeþ,
2838,3883,17,hálfleik,pl,
2839,3883,18,.,n----s,
2840,3999,0,KR,pa,
2841,3999,1,:,n----s,
2842,3999,2,Michael,n----s,
2843,3999,3,Craion,ta,
2844,3999,4,29,pa,
2845,3999,4,/,ta,
2846,3999,4,18,nhfn,
2847,3999,5,fráköst,pk,
2848,3999,6,",",nken-s,
2849,3999,7,Björn,nken-s,
2850,3999,8,Kristjánsson,ta,
2851,3999,9,15/7,nhfo,
2852,3999,10,fráköst,pk,
2853,3999,11,",",nken-s,
2854,3999,12,Darri,nken-s,
2855,3999,13,Hilmarsson,ta,
2856,3999,14,14/4,nhfo,
2857,3999,15,fráköst,pk,
2858,3999,16,",",nken-s,
2859,3999,17,Finnur,nken-s,
2860,3999,18,Atli,nken-s,
2861,3999,19,Magnússon,ta,
2862,3999,20,9/6,nhfo,
2863,3999,21,fráköst,pk,
2864,3999,22,",",nken-s,
2865,3999,23,Brynjar,nken-s,
2866,3999,24,Þór,nken-s,
2867,3999,25,Björnsson,ta,
2868,3999,26,9,pk,
2869,3999,27,",",nken-s,
2870,3999,28,Helgi,nken-s,
2871,3999,29,Már,nken-s,
2872,3999,30,Magnússon,ta,
2873,3999,31,8/5,nhfo,
2874,3999,32,fráköst,pk,
2875,3999,33,",",nken-s,
2876,3999,34,Illugi,nken-s,
2877,3999,35,Auðunsson,ta,
2878,3999,36,5,pk,
2879,3999,37,",",nken-s,
2880,3999,38,Þórir,nken-s,
2881,3999,39,Guðmundur,nken-s,
2882,3999,40,Þorbjarnarsson,ta,
2883,3999,41,2,pk,
2884,3999,42,",",nken-s,
2885,3999,43,Þorgeir,nken-s,
2886,3999,44,Kristinn,nken-s,
2887,3999,45,Blöndal,ta,
2888,3999,46,1,pk,
2889,3999,47,",",nken-s,
2890,3999,48,Illugi,nken-s,
2891,3999,49,Steingrímsson,ta,
2892,3999,50,0,pk,
2893,3999,51,",",nken-s,
2894,3999,52,Högni,nken-s,
2895,3999,53,Fjalarsson,ta,
2896,3999,54,0,pk,
2897,3999,55,",",nken-s,
2898,3999,56,Vilhjálmur,nken-s,
2899,3999,57,Kári,nken-s,
2900,3999,58,Jensson,ta,
2901,3999,59,0,pl,
2902,3999,60,.,nken-s,
2903,4057,0,Ingvar,sfg3eþ,
2904,4057,1,kom,aa,
2905,4057,2,inn,af,
2906,4057,3,fyrir,nkeo-s,
2907,4057,4,Ögmund,nkeo-s,
2908,4057,5,Kristinsson,af,
2909,4057,6,í,ta,
2910,4057,7,2,m,
2911,4057,7,-,ta,
2912,4057,7,3,nkeþ,
2913,4057,8,sigri,nhee-s,
2914,4057,9,Íslands,af,
2915,4057,10,gegn,nkfþ-s,
2916,4057,11,Norðmönnum,af,
2917,4057,12,í,nkeþ-s,
2918,4057,13,Noregi,pl,
2919,4057,14,.,c,
2920,4066,0,Þegar,lvfnsf,
2921,4066,1,rúmar,ta,
2922,4066,2,20,nvfn,
2923,4066,3,mínútur,sfg3fþ,
2924,4066,4,voru,af,
2925,4066,5,til,nhfe,
2926,4066,6,leiksloka,sfm3eþ,
2927,4066,7,virtist,c,
2928,4066,8,sem,aa,
2929,4066,9,svo,c,
2930,4066,10,að,nken-s,
2931,4066,11,Frans,nken-s,
2932,4066,12,Elvarsson,svg3eþ,
2933,4066,13,hefði,sþghen,
2934,4066,14,tryggt,nkfþ-s,
2935,4066,15,Keflvíkingum,ta,
2936,4066,16,2,m,
2937,4066,16,-,ta,
2938,4066,16,4,nkeo,
2939,4066,17,sigur,af,
2940,4066,18,með,lheþsf,
2941,4066,19,góðu,nheþ,
2942,4066,20,marki,pl,
2943,4066,21,.,af,
2944,4074,0,Með,lkeþsf,
2945,4074,1,miklum,nkeþ,
2946,4074,2,dugnaði,c,
2947,4074,3,og,nveþ,
2948,4074,4,eljusemi,af,
2949,4074,5,í,lkeþvf,
2950,4074,6,fjórða,nkeþ,
2951,4074,7,leikhluta,sfm3eþ,
2952,4074,8,tókst,nvfþ-s,
2953,4074,9,Keflavíkurstúlkum,cn,
2954,4074,10,að,sng,
2955,4074,11,snúa,nkeþg,
2956,4074,12,leiknum,fpvfþ,
2957,4074,13,sér,af,
2958,4074,14,í,nkeo,
2959,4074,15,hag,c,
2960,4074,16,og,sng,
2961,4074,17,innbyrða,ta,
2962,4074,18,11,nhfe,
2963,4074,19,stiga,nkeo,
2964,4074,20,sigur,pk,
2965,4074,21,",",ta,
2966,4074,22,34,m,
2967,4074,22,-,ta,
2968,4074,22,23,pl,
2969,4074,23,.,nvfn,
2970,4098,0,Lokatölur,nkeeg,
2971,4098,1,leiksins,sfg3fþ,
2972,4098,2,urðu,ta,
2973,4098,3,73,m,
2974,4098,3,-,ta,
2975,4098,3,64,pl,
2976,4098,4,.,nveng,
2977,4113,0,Staðan,sfg3eþ,
2978,4113,1,var,ta,
2979,4113,2,36,m,
2980,4113,2,-,ta,
2981,4113,2,66,af,
2982,4113,3,fyrir,nveo-s,
2983,4113,4,Keflavík,c,
2984,4113,5,þegar,lkenvf,
2985,4113,6,4.,nken,ordinal
2986,4113,7,leikhluti,sfm3eþ,
2987,4113,8,hófst,c,
2988,4113,9,og,lhensf,
2989,4113,10,ljóst,c,
2990,4113,11,að,fohen,
2991,4113,12,ekkert,lhenvm,
2992,4113,13,minna,c,
2993,4113,14,en,nhen,
2994,4113,15,kraftaverk,svg3eþ,
2995,4113,16,þyrfti,af,
2996,4113,17,til,fphee,
2997,4113,18,þess,cn,
2998,4113,19,að,sng,
2999,4113,20,bjarga,nkfþ-s,
3000,4113,21,Njarðvíkingum,pl,
3001,4113,22,.,nveng,
3002,4150,0,Staðan,af,
3003,4150,1,í,nheþ,
3004,4150,2,leikhléi,sfg3eþ,
3005,4150,3,var,ta,
3006,4150,4,31,m,
3007,4150,4,-,ta,
3008,4150,4,41,aa,
3009,4150,5,þar,c,
3010,4150,6,sem,nven-s,
3011,4150,7,Pálína,sfg3eþ,
3012,4150,8,var,sþgven,
3013,4150,9,komin,af,
3014,4150,10,með,ta,
3015,4150,11,12,nhfo,
3016,4150,12,stig,af,
3017,4150,13,hjá,nveþ-s,
3018,4150,14,Keflavík,c,
3019,4150,15,og,n----s,
3020,4150,16,Futrell,ta,
3021,4150,17,16,af,
3022,4150,18,hjá,n----s,
3023,4150,19,KR,pl,
3024,4150,20,.,nven-s,
3025,4210,0,Keflavík-Haukar,ta,
3026,4210,1,82,m,
3027,4210,1,-,ta,
3028,4210,1,61,pa,
3029,4210,2,(,ta,
3030,4210,3,18,m,
3031,4210,3,-,ta,
3032,4210,3,14,pk,
3033,4210,4,",",ta,
3034,4210,5,19,m,
3035,4210,5,-,ta,
3036,4210,5,16,pk,
3037,4210,6,",",ta,
3038,4210,7,20,m,
3039,4210,7,-,ta,
3040,4210,7,21,pk,
3041,4210,8,",",ta,
3042,4210,9,25,m,
3043,4210,9,-,ta,
3044,4210,9,10,pa,
3045,4210,10,),nven-s,
3046,4210,11,Keflavík,pa,
3047,4210,12,:,nven-s,
3048,4210,13,Erna,nven-s,
3049,4210,14,Hákonardóttir,ta,
3050,4210,15,14/4,nhfn,
3051,4210,16,fráköst,pk,
